step,episode_return,negative_return
1882,-100.1,100.1
1883,-103.05804218836965,103.05804218836965
1885,-106.27823487201303,106.27823487201303
1886,-100.1,100.1
1887,-102.08013266932447,102.08013266932447
1888,-103.05544664514917,103.05544664514917
1890,-110.46080400851156,110.46080400851156
1891,-103.05575033735303,103.05575033735303
1892,-105.85829567632416,105.85829567632416
1893,-104.02105608476768,104.02105608476768
1894,-103.05544664514917,103.05544664514917
1895,-106.12972424775272,106.12972424775272
1897,-107.53848344142105,107.53848344142105
1898,-104.02105608476768,104.02105608476768
1899,-0.1,0.1
1900,-101.22822125828782,101.22822125828782
1901,-106.86061800940517,106.86061800940517
1902,-105.9953613133898,105.9953613133898
1904,-102.09501662508319,102.09501662508319
1906,-106.27823487201303,106.27823487201303
1907,-106.08570880373728,106.08570880373728
1909,-104.07514929440767,104.07514929440767
1910,-103.05544664514917,103.05544664514917
1911,-100.1,100.1
1912,-105.1893835935915,105.1893835935915
1913,-100.1,100.1
1915,-108.11742095302486,108.11742095302486
1916,-105.93706015508863,105.93706015508863
1917,-106.14323776126623,106.14323776126623
1918,-105.93706015508863,105.93706015508863
1919,-100.1,100.1
1921,-110.23611747409643,110.23611747409643
1922,-108.00805648102754,108.00805648102754
1923,-103.05544664514917,103.05544664514917
1924,-106.93683330434818,106.93683330434818
1926,-103.23766162685342,103.23766162685342
1927,-108.94774645802386,108.94774645802386
1928,-101.09501662508319,101.09501662508319
1929,-103.05544664514917,103.05544664514917
1930,-103.05544664514917,103.05544664514917
1931,-104.9905710634421,104.9905710634421
1932,-103.05544664514917,103.05544664514917
1933,-100.12355212355212,100.12355212355212
1934,-111.83219791063274,111.83219791063274
1935,-103.9377310691766,103.9377310691766
1937,-107.13617309140551,107.13617309140551
1938,-100.1,100.1
1939,-100.1,100.1
1940,-103.05544664514917,103.05544664514917
1942,-109.00480190499066,109.00480190499066
1943,-104.02105608476768,104.02105608476768
1944,-0.1,0.1
1946,-109.17532575417948,109.17532575417948
1947,-100.1,100.1
1948,-0.1,0.1
1949,-102.95544664514918,102.95544664514918
1951,-108.15210530289974,108.15210530289974
1952,-105.00640117927222,105.00640117927222
1953,-100.1,100.1
1954,-110.02644280712656,110.02644280712656
1956,-107.11879232172993,107.11879232172993
1957,-104.02105608476768,104.02105608476768
1958,-104.97705754992859,104.97705754992859
1959,-103.05544664514917,103.05544664514917
1960,0.0,-0.0
1961,-103.05544664514917,103.05544664514917
1962,-0.1,0.1
1963,-103.06896015866269,103.06896015866269
1964,-100.17567567567566,100.17567567567566
1965,-107.07451762330479,107.07451762330479
1966,-105.19674866961971,105.19674866961971
1968,-106.16433525811341,106.16433525811341
1969,-104.29287075658235,104.29287075658235
1970,-100.1,100.1
1971,-100.0,100.0
1972,-0.1,0.1
1974,-110.23611747409643,110.23611747409643
1975,-103.92105608476768,103.92105608476768
1976,-104.30290936662097,104.30290936662097
1977,-103.05544664514917,103.05544664514917
1978,-110.01883191664798,110.01883191664798
1979,-104.97705754992859,104.97705754992859
1980,-0.1,0.1
1981,-100.1,100.1
1982,-100.1,100.1
1983,-100.1,100.1
1984,-104.0345695982812,104.0345695982812
1985,-104.02105608476768,104.02105608476768
1986,-104.99505503920551,104.99505503920551
1987,-100.1,100.1
1988,-100.1,100.1
1989,-104.02105608476768,104.02105608476768
1990,-100.1,100.1
1991,-0.1,0.1
1992,-103.05544664514917,103.05544664514917
1993,-105.03051020495425,105.03051020495425
1994,-102.08013266932447,102.08013266932447
1995,-104.0345695982812,104.0345695982812
1996,-101.09501662508319,101.09501662508319
1997,-0.1,0.1
1998,-105.13921971209075,105.13921971209075
1999,-108.9758180576108,108.9758180576108
2000,-100.1,100.1
2001,-100.14826254826254,100.14826254826254
2002,-107.04208519087236,107.04208519087236
2003,-100.1,100.1
2004,0.0,-0.0
2006,-102.2185687486353,102.2185687486353
2007,-106.30047471214066,106.30047471214066
2008,-0.1,0.1
2009,-0.1,0.1
2010,-100.1,100.1
2011,-102.15580834500014,102.15580834500014
2012,-103.1886512783538,103.1886512783538
2013,-102.08013266932447,102.08013266932447
2014,-103.16509915480168,103.16509915480168
2015,-104.30290936662097,104.30290936662097
2016,-103.05544664514917,103.05544664514917
2017,-107.13798408730915,107.13798408730915
2019,-108.53711299917583,108.53711299917583
2020,-102.11564176580646,102.11564176580646
2021,-104.97705754992859,104.97705754992859
2022,-100.1,100.1
2023,-104.02105608476768,104.02105608476768
2024,-0.1,0.1
2025,-106.97027051905768,106.97027051905768
2026,-105.05977843853806,105.05977843853806
2027,-103.05544664514917,103.05544664514917
2028,-100.1,100.1
2029,-100.1,100.1
2030,-104.97705754992859,104.97705754992859
2031,-100.11630583269022,100.11630583269022
2032,-103.05544664514917,103.05544664514917
2034,-107.07207417501178,107.07207417501178
2035,-0.1,0.1
2036,-100.1,100.1
2037,-105.85829567632416,105.85829567632416
2039,-103.2148817040735,103.2148817040735
2040,0.0,-0.0
2041,-100.1,100.1
2042,-105.18323515610619,105.18323515610619
2043,-104.02105608476768,104.02105608476768
2045,-106.18750128127945,106.18750128127945
2046,-100.1,100.1
2047,-106.1081026261311,106.1081026261311
2048,-105.97180918983766,105.97180918983766
