step,episode,episode_return,negative_return,initial_outages,initial_outage_type,initial_outage_order,chronic_index,policy_loss,value_loss,entropy,approx_kl,clip_fraction,num_generations,num_line_outages,load_shed_MW,num_proactive_actions,num_invalid_actions
1546,1361,-105.50921013848445,105.50921013848445,"0,2",common_bus_N-2,2,427,0.0,0.0,0.0,0.0,0.0,1,7,204.57542037963867,0,0
1547,1362,-104.05039971411131,104.05039971411131,"4,9",common_bus_N-2,2,1129,0.0,0.0,0.0,0.0,0.0,1,7,6.087900781631469,1,0
1549,1363,-102.30466913473569,102.30466913473569,16,N-1,1,550,0.0,0.0,0.0,0.0,0.0,2,4,24.654161524772647,2,0
1550,1364,-104.59877176444202,104.59877176444202,0,N-1,1,417,0.0,0.0,0.0,0.0,0.0,1,6,184.352681517601,1,0
1551,1365,-100.1,100.1,"8,15",common_bus_N-2,2,1755,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1552,1366,-102.6456717558996,102.6456717558996,"3,4",common_bus_N-2,2,1536,0.0,0.0,0.0,0.0,0.0,1,5,157.0021517276764,1,0
1554,1367,-111.35796008696057,111.35796008696057,"3,5",common_bus_N-2,2,1580,0.0,0.0,0.0,0.0,0.0,2,13,174.43008472919465,1,0
1556,1368,-107.09140659769824,107.09140659769824,"3,7",common_bus_N-2,2,200,0.0,0.0,0.0,0.0,0.0,2,9,29.3267826795578,1,0
1557,1369,-100.1,100.1,9,N-1,1,406,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1558,1370,-100.1,100.1,"8,15",common_bus_N-2,2,1670,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1559,1371,0.0,-0.0,5,N-1,1,841,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1561,1372,-105.57474595847427,105.57474595847427,4,N-1,1,111,0.0,0.0,0.0,0.0,0.0,2,5,198.12014083862306,0,0
1562,1373,-103.48544765914961,103.48544765914961,"8,16",common_bus_N-2,2,1605,0.0,0.0,0.0,0.0,0.0,1,6,107.2708448767662,1,0
1563,1374,-105.43821754328421,105.43821754328421,"1,6",common_bus_N-2,2,1135,0.0,0.0,0.0,0.0,0.0,1,8,99.6421074450016,1,0
1564,1375,-100.1,100.1,"11,18",common_bus_N-2,2,1632,0.0,0.0,0.0,0.0,0.0,1,3,5.419929474592209,1,0
1565,1376,-100.1,100.1,"10,17",common_bus_N-2,2,1322,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1566,1377,-102.08013266932447,102.08013266932447,"12,19",common_bus_N-2,2,1836,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1568,1378,-108.21025116498643,108.21025116498643,12,N-1,1,1505,0.0,0.0,0.0,0.0,0.0,2,10,51.787775218486786,2,0
1570,1379,-109.46669475060293,109.46669475060293,"3,7",common_bus_N-2,2,792,0.0,0.0,0.0,0.0,0.0,2,11,132.80574053525925,1,0
1571,1380,-100.1,100.1,"15,17",common_bus_N-2,2,1182,0.0,0.0,0.0,0.0,0.0,1,3,8.711208701133728,1,0
1572,1381,-104.8770575499286,104.8770575499286,10,N-1,1,405,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0,0
1573,1382,-102.1133373025291,102.1133373025291,"11,12",common_bus_N-2,2,1015,0.0,0.0,0.0,0.0,0.0,1,4,36.24565243721008,0,0
1574,1383,-109.34432035540713,109.34432035540713,14,N-1,1,365,0.0,0.0,0.0,0.0,0.0,1,11,204.66929277181626,1,0
1577,1384,-113.46659700097818,113.46659700097818,19,N-1,1,735,0.0,0.0,0.0,0.0,0.0,3,13,193.64684264659883,1,0
1578,1385,-100.1,100.1,"2,5",common_bus_N-2,2,638,0.0,0.0,0.0,0.0,0.0,1,3,76.32138955593109,1,0
1579,1386,-108.3898185971921,108.3898185971921,"3,6",common_bus_N-2,2,1874,0.0,0.0,0.0,0.0,0.0,1,11,169.744290804863,1,0
1580,1387,-100.1,100.1,"11,18",common_bus_N-2,2,1763,0.0,0.0,0.0,0.0,0.0,1,3,5.730704057216644,1,0
1581,1388,-100.17567567567566,100.17567567567566,"11,12",common_bus_N-2,2,826,0.0,0.0,0.0,0.0,0.0,1,3,16.73231987953186,1,0
1582,1389,-110.28907178404663,110.28907178404663,"6,9",common_bus_N-2,2,1005,0.0,0.0,0.0,0.0,0.0,1,13,200.43460319042205,1,0
1583,1390,-100.1,100.1,"2,5",common_bus_N-2,2,875,0.0,0.0,0.0,0.0,0.0,1,3,58.147506272792825,1,0
1585,1391,-108.66904995797904,108.66904995797904,18,N-1,1,181,0.0,0.0,0.0,0.0,0.0,2,10,162.99360616207122,2,0
1586,1392,-100.13474903474903,100.13474903474903,17,N-1,1,1692,0.0,0.0,0.0,0.0,0.0,1,2,6.742718875408173,1,0
1587,1393,-105.13691813200117,105.13691813200117,"9,10",common_bus_N-2,2,1474,0.0,0.0,0.0,0.0,0.0,1,8,38.69327756166458,1,0
1588,1394,-103.61542908179396,103.61542908179396,"1,4",common_bus_N-2,2,32,0.0,0.0,0.0,0.0,0.0,1,6,148.46677434444427,1,0
1589,1395,-105.63074080137318,105.63074080137318,"2,4",common_bus_N-2,2,1266,0.0,0.0,0.0,0.0,0.0,1,8,193.50141205787656,1,0
1591,1396,-106.68954456688752,106.68954456688752,19,N-1,1,599,0.0,0.0,0.0,0.0,0.0,2,8,145.10208289623262,2,0
1592,1397,-100.1,100.1,"16,19",common_bus_N-2,2,919,0.0,0.0,0.0,0.0,0.0,1,3,16.364369523525237,1,0
1593,1398,-107.40050371869752,107.40050371869752,"1,9",common_bus_N-2,2,496,0.0,0.0,0.0,0.0,0.0,1,10,138.9432618021965,1,0
1594,1399,-100.33765037862591,100.33765037862591,"2,4",common_bus_N-2,2,1101,0.0,0.0,0.0,0.0,0.0,1,3,51.48022066354751,1,0
1595,1400,-102.08978517897698,102.08978517897698,"12,18",common_bus_N-2,2,308,0.0,0.0,0.0,0.0,0.0,1,4,28.99241261482239,0,0
1596,1401,-100.23320463320462,100.23320463320462,"11,12",common_bus_N-2,2,1650,0.0,0.0,0.0,0.0,0.0,1,3,28.49028718471527,1,0
1598,1402,-109.13748791634166,109.13748791634166,8,N-1,1,66,0.0,0.0,0.0,0.0,0.0,2,10,82.21246659755707,1,0
1599,1403,-104.45719493969953,104.45719493969953,0,N-1,1,1048,0.0,0.0,0.0,0.0,0.0,1,6,109.48654818534851,1,0
1600,1404,-106.45499152727747,106.45499152727747,"12,18",common_bus_N-2,2,1218,0.0,0.0,0.0,0.0,0.0,1,9,144.75439298152924,1,0
1601,1405,-100.13474903474903,100.13474903474903,"8,15",common_bus_N-2,2,1615,0.0,0.0,0.0,0.0,0.0,1,3,8.416266024112701,1,0
1602,1406,-102.32723691642872,102.32723691642872,"14,15",common_bus_N-2,2,1342,0.0,0.0,0.0,0.0,0.0,1,5,57.61177062988281,1,0
1603,1407,-109.32222261081724,109.32222261081724,"1,9",common_bus_N-2,2,1267,0.0,0.0,0.0,0.0,0.0,1,12,177.17751455307007,1,0
1604,1408,-103.17023155245116,103.17023155245116,14,N-1,1,424,0.0,0.0,0.0,0.0,0.0,1,4,69.38438037633895,0,0
1605,1409,-107.51667999840538,107.51667999840538,"3,6",common_bus_N-2,2,1580,0.0,0.0,0.0,0.0,0.0,1,10,174.43008472919465,1,0
1607,1410,-103.3751006868647,103.3751006868647,11,N-1,1,1937,0.0,0.0,0.0,0.0,0.0,2,5,42.74879539012909,2,0
1608,1411,-100.1,100.1,13,N-1,1,1861,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1609,1412,0.0,-0.0,"8,15",common_bus_N-2,2,1623,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1610,1413,-102.22878131797312,102.22878131797312,"14,16",common_bus_N-2,2,1478,0.0,0.0,0.0,0.0,0.0,1,5,36.56836074590683,1,0
1611,1414,-0.1,0.1,18,N-1,1,1385,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1612,1415,-100.1,100.1,13,N-1,1,1786,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1613,1416,-0.1,0.1,"12,18",common_bus_N-2,2,1755,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1614,1417,-102.08013266932447,102.08013266932447,"5,6",common_bus_N-2,2,54,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1615,1418,-100.1,100.1,"7,13",common_bus_N-2,2,1079,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1617,1419,-112.47477027110483,112.47477027110483,"5,8",common_bus_N-2,2,1264,0.0,0.0,0.0,0.0,0.0,2,15,189.78939995765685,2,0
1618,1420,-0.1,0.1,"8,15",common_bus_N-2,2,823,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1619,1421,-100.1,100.1,"11,18",common_bus_N-2,2,1974,0.0,0.0,0.0,0.0,0.0,1,3,4.936912190914153,1,0
1620,1422,-101.27403770167153,101.27403770167153,5,N-1,1,405,0.0,0.0,0.0,0.0,0.0,1,2,93.21565704345703,0,0
1621,1423,-102.58862403485088,102.58862403485088,"3,4",common_bus_N-2,2,707,0.0,0.0,0.0,0.0,0.0,1,4,191.08051764965057,0,0
1622,1424,-100.1,100.1,"10,17",common_bus_N-2,2,164,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1623,1425,-100.1,100.1,"10,17",common_bus_N-2,2,1591,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1624,1426,-100.17567567567566,100.17567567567566,"11,12",common_bus_N-2,2,825,0.0,0.0,0.0,0.0,0.0,1,3,16.310436391830443,1,0
1625,1427,-102.6747581947186,102.6747581947186,"3,8",common_bus_N-2,2,905,0.0,0.0,0.0,0.0,0.0,1,5,161.84207751750947,1,0
1626,1428,-104.0957695045963,104.0957695045963,16,N-1,1,984,0.0,0.0,0.0,0.0,0.0,1,6,22.6109974861145,1,0
1627,1429,-100.1,100.1,"15,17",common_bus_N-2,2,275,0.0,0.0,0.0,0.0,0.0,1,3,8.026734173297882,1,0
1628,1430,-100.1,100.1,"14,16",common_bus_N-2,2,289,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1629,1431,-0.1,0.1,"8,15",common_bus_N-2,2,1984,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1630,1432,-103.57404171843527,103.57404171843527,"2,4",common_bus_N-2,2,225,0.0,0.0,0.0,0.0,0.0,1,6,119.7663692653179,1,0
1631,1433,-105.57291375858073,105.57291375858073,"14,15",common_bus_N-2,2,1875,0.0,0.0,0.0,0.0,0.0,1,8,167.82800924777985,1,0
1632,1434,-100.1,100.1,"0,1",common_bus_N-2,2,1679,0.0,0.0,0.0,0.0,0.0,1,3,88.52613919973373,1,0
1633,1435,-100.14428301288677,100.14428301288677,"15,16",common_bus_N-2,2,599,0.0,0.0,0.0,0.0,0.0,1,3,11.599206590652464,1,0
1634,1436,-101.12450185867282,101.12450185867282,"8,16",common_bus_N-2,2,1916,0.0,0.0,0.0,0.0,0.0,1,4,7.4325785636901855,1,0
1636,1437,-103.08013266932447,103.08013266932447,"10,11",common_bus_N-2,2,642,0.0,0.0,0.0,0.0,0.0,2,5,0.0,1,0
1637,1438,-103.05544664514917,103.05544664514917,"8,15",common_bus_N-2,2,1527,0.0,0.0,0.0,0.0,0.0,1,6,0.0,1,0
1638,1439,-103.15131652983102,103.15131652983102,8,N-1,1,1397,0.0,0.0,0.0,0.0,0.0,1,5,18.092911303043365,1,0
1639,1440,-105.48270043636658,105.48270043636658,6,N-1,1,538,0.0,0.0,0.0,0.0,0.0,1,7,115.76915352344513,1,0
1641,1441,-102.25254558261214,102.25254558261214,8,N-1,1,632,0.0,0.0,0.0,0.0,0.0,2,4,17.135081350803375,2,0
1642,1442,-100.1,100.1,"15,17",common_bus_N-2,2,685,0.0,0.0,0.0,0.0,0.0,1,3,11.471700668334961,1,0
1643,1443,-103.92105608476768,103.92105608476768,"6,7",common_bus_N-2,2,907,0.0,0.0,0.0,0.0,0.0,1,6,0.0,0,0
1645,1444,-102.36644519651176,102.36644519651176,"14,15",common_bus_N-2,2,1401,0.0,0.0,0.0,0.0,0.0,2,5,33.954556131362914,2,0
1646,1445,-102.08013266932447,102.08013266932447,17,N-1,1,1612,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1647,1446,-106.36760111038869,106.36760111038869,"3,8",common_bus_N-2,2,363,0.0,0.0,0.0,0.0,0.0,1,9,140.7634983062744,1,0
1648,1447,-104.60236573906492,104.60236573906492,"1,6",common_bus_N-2,2,20,0.0,0.0,0.0,0.0,0.0,1,7,148.76823581457137,1,0
1649,1448,-101.98013266932448,101.98013266932448,"8,15",common_bus_N-2,2,418,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0,0
1650,1449,-104.269933751739,104.269933751739,11,N-1,1,1516,0.0,0.0,0.0,0.0,0.0,1,6,67.03027839660645,1,0
1651,1450,-108.32616018021292,108.32616018021292,"9,12",common_bus_N-2,2,1565,0.0,0.0,0.0,0.0,0.0,1,11,147.1291664838791,1,0
1652,1451,-108.93424179108293,108.93424179108293,"9,11",common_bus_N-2,2,1879,0.0,0.0,0.0,0.0,0.0,1,12,64.11191520690917,1,0
1653,1452,-106.927434756281,106.927434756281,"7,8",common_bus_N-2,2,731,0.0,0.0,0.0,0.0,0.0,1,9,50.20897295475005,0,0
1654,1453,-100.1,100.1,"11,18",common_bus_N-2,2,1955,0.0,0.0,0.0,0.0,0.0,1,3,5.024410450458526,1,0
1655,1454,-101.34641171100611,101.34641171100611,"18,19",common_bus_N-2,2,463,0.0,0.0,0.0,0.0,0.0,1,4,69.76280164718628,1,0
1656,1455,-102.08013266932447,102.08013266932447,8,N-1,1,1875,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1657,1456,-100.1,100.1,"10,17",common_bus_N-2,2,700,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1658,1457,-100.1,100.1,"3,8",common_bus_N-2,2,121,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1659,1458,-100.1,100.1,"11,12",common_bus_N-2,2,159,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1660,1459,-100.48899612532156,100.48899612532156,"1,9",common_bus_N-2,2,814,0.0,0.0,0.0,0.0,0.0,1,3,86.47328662872314,1,0
1662,1460,-108.5870295316952,108.5870295316952,4,N-1,1,719,0.0,0.0,0.0,0.0,0.0,2,9,195.95029989480972,1,0
1663,1461,-105.20388424166327,105.20388424166327,"10,11",common_bus_N-2,2,457,0.0,0.0,0.0,0.0,0.0,1,8,62.968398332595825,1,0
1664,1462,-104.06803574308285,104.06803574308285,9,N-1,1,519,0.0,0.0,0.0,0.0,0.0,1,5,32.68235021829605,0,0
1665,1463,-103.67401608343184,103.67401608343184,"3,4",common_bus_N-2,2,145,0.0,0.0,0.0,0.0,0.0,1,6,183.0042017698288,1,0
1666,1464,-0.1,0.1,"8,15",common_bus_N-2,2,1131,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1667,1465,-106.60273005844788,106.60273005844788,"8,16",common_bus_N-2,2,1238,0.0,0.0,0.0,0.0,0.0,1,9,197.98048646450042,1,0
1669,1466,-112.3946666710927,112.3946666710927,3,N-1,1,659,0.0,0.0,0.0,0.0,0.0,2,13,221.75239925384523,1,0
1670,1467,-101.09501662508319,101.09501662508319,"5,6",common_bus_N-2,2,261,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1671,1468,-0.1,0.1,5,N-1,1,490,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1672,1469,-100.1,100.1,"16,19",common_bus_N-2,2,1729,0.0,0.0,0.0,0.0,0.0,1,3,12.387261074781419,1,0
1673,1470,-106.38677512598798,106.38677512598798,"3,8",common_bus_N-2,2,985,0.0,0.0,0.0,0.0,0.0,1,9,140.260235786438,1,0
1674,1471,-100.1,100.1,"2,3",common_bus_N-2,2,814,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1675,1472,-107.01948706545625,107.01948706545625,"1,9",common_bus_N-2,2,763,0.0,0.0,0.0,0.0,0.0,1,10,42.27890642881393,1,0
1676,1473,-102.08013266932447,102.08013266932447,"18,19",common_bus_N-2,2,1498,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1677,1474,-104.8770575499286,104.8770575499286,"8,16",common_bus_N-2,2,432,0.0,0.0,0.0,0.0,0.0,1,7,0.0,0,0
1678,1475,-104.51027317715352,104.51027317715352,"2,3",common_bus_N-2,2,817,0.0,0.0,0.0,0.0,0.0,1,7,113.52657482028008,1,0
1679,1476,-0.1,0.1,"8,16",common_bus_N-2,2,282,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1680,1477,-102.2133373025291,102.2133373025291,12,N-1,1,1082,0.0,0.0,0.0,0.0,0.0,1,4,28.832547783851624,1,0
1681,1478,-111.16585308410879,111.16585308410879,"1,9",common_bus_N-2,2,625,0.0,0.0,0.0,0.0,0.0,1,14,192.7251570224762,1,0
1682,1479,-109.25020035572909,109.25020035572909,"9,12",common_bus_N-2,2,280,0.0,0.0,0.0,0.0,0.0,1,12,131.79137176275253,1,0
1683,1480,-102.18978517897698,102.18978517897698,"10,12",common_bus_N-2,2,1936,0.0,0.0,0.0,0.0,0.0,1,5,23.81088857650757,1,0
1685,1481,-108.52809832868094,108.52809832868094,17,N-1,1,1023,0.0,0.0,0.0,0.0,0.0,2,10,136.75708037614822,2,0
1686,1482,-106.56114908848518,106.56114908848518,"3,6",common_bus_N-2,2,1252,0.0,0.0,0.0,0.0,0.0,1,9,184.39596382379534,1,0
1687,1483,-102.08013266932447,102.08013266932447,"5,6",common_bus_N-2,2,956,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1688,1484,-100.1,100.1,"11,18",common_bus_N-2,2,1492,0.0,0.0,0.0,0.0,0.0,1,3,6.012317037582397,1,0
1689,1485,-100.1,100.1,"6,9",common_bus_N-2,2,174,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1691,1486,-108.65611629850491,108.65611629850491,"3,8",common_bus_N-2,2,1190,0.0,0.0,0.0,0.0,0.0,2,11,160.75664207339287,2,0
1692,1487,-100.1,100.1,13,N-1,1,1554,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1693,1488,-109.33399990393038,109.33399990393038,"3,6",common_bus_N-2,2,984,0.0,0.0,0.0,0.0,0.0,1,12,189.78883981704712,1,0
1694,1489,-104.58999112586481,104.58999112586481,2,N-1,1,1054,0.0,0.0,0.0,0.0,0.0,1,6,136.53481022119522,1,0
1695,1490,-107.99699216866834,107.99699216866834,"7,8",common_bus_N-2,2,392,0.0,0.0,0.0,0.0,0.0,1,11,76.28075742721558,1,0
1696,1491,-104.27391311759474,104.27391311759474,"18,19",common_bus_N-2,2,909,0.0,0.0,0.0,0.0,0.0,1,7,69.88229849338532,1,0
1698,1492,-109.11950924477618,109.11950924477618,"5,8",common_bus_N-2,2,171,0.0,0.0,0.0,0.0,0.0,2,11,58.272536635398865,1,0
1699,1493,-104.50917491349672,104.50917491349672,"10,12",common_bus_N-2,2,1871,0.0,0.0,0.0,0.0,0.0,1,7,137.71580147743225,1,0
1701,1494,-102.13344358052848,102.13344358052848,"1,9",common_bus_N-2,2,1692,0.0,0.0,0.0,0.0,0.0,2,4,7.4563843190669985,1,0
1703,1495,-108.3607256417589,108.3607256417589,8,N-1,1,1580,0.0,0.0,0.0,0.0,0.0,2,9,117.55965418815614,1,0
1704,1496,-110.33626303215185,110.33626303215185,"1,6",common_bus_N-2,2,632,0.0,0.0,0.0,0.0,0.0,1,13,214.45445847511292,1,0
1705,1497,-100.12355212355212,100.12355212355212,"11,12",common_bus_N-2,2,80,0.0,0.0,0.0,0.0,0.0,1,3,7.318543028831481,1,0
1706,1498,-105.10231435285255,105.10231435285255,"6,8",common_bus_N-2,2,513,0.0,0.0,0.0,0.0,0.0,1,8,30.34588919878006,1,0
1707,1499,-0.1,0.1,17,N-1,1,549,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1708,1500,-107.10772225650942,107.10772225650942,"9,11",common_bus_N-2,2,730,0.0,0.0,0.0,0.0,0.0,1,10,74.16048431396484,1,0
1709,1501,0.0,-0.0,16,N-1,1,1466,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1710,1502,-100.15752895752895,100.15752895752895,16,N-1,1,1432,0.0,0.0,0.0,0.0,0.0,1,2,11.757793247699738,1,0
1711,1503,-107.35047657224125,107.35047657224125,"9,11",common_bus_N-2,2,1167,0.0,0.0,0.0,0.0,0.0,1,10,115.41308492422104,1,0
1712,1504,-100.24814814814815,100.24814814814815,"0,1",common_bus_N-2,2,1494,0.0,0.0,0.0,0.0,0.0,1,3,128.87360447645187,1,0
1713,1505,-100.13728902181002,100.13728902181002,"9,10",common_bus_N-2,2,1828,0.0,0.0,0.0,0.0,0.0,1,3,10.7643298625946,1,0
1714,1506,-100.15212355212354,100.15212355212354,"18,19",common_bus_N-2,2,1014,0.0,0.0,0.0,0.0,0.0,1,3,15.073637008666992,1,0
1715,1507,-108.0137427757023,108.0137427757023,"11,12",common_bus_N-2,2,432,0.0,0.0,0.0,0.0,0.0,1,11,70.46174192428589,1,0
1716,1508,-103.25472340608702,103.25472340608702,"10,12",common_bus_N-2,2,260,0.0,0.0,0.0,0.0,0.0,1,6,45.09979033470154,1,0
1717,1509,-104.1655236591717,104.1655236591717,9,N-1,1,839,0.0,0.0,0.0,0.0,0.0,1,6,31.134729272127153,1,0
1718,1510,-103.58146981601782,103.58146981601782,"4,6",common_bus_N-2,2,464,0.0,0.0,0.0,0.0,0.0,1,6,150.11924934387207,1,0
1719,1511,-107.27586236988368,107.27586236988368,"9,10",common_bus_N-2,2,1516,0.0,0.0,0.0,0.0,0.0,1,10,111.83785762786866,1,0
1720,1512,-100.15752895752895,100.15752895752895,"12,19",common_bus_N-2,2,1318,0.0,0.0,0.0,0.0,0.0,1,3,14.930849361419678,1,0
1721,1513,-104.37248246775049,104.37248246775049,"3,5",common_bus_N-2,2,709,0.0,0.0,0.0,0.0,0.0,1,7,112.19256912469864,1,0
1722,1514,-100.1,100.1,14,N-1,1,1473,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1723,1515,-103.46992032890644,103.46992032890644,"0,2",common_bus_N-2,2,1147,0.0,0.0,0.0,0.0,0.0,1,6,89.6458426117897,1,0
1724,1516,-104.60432193252845,104.60432193252845,"2,4",common_bus_N-2,2,119,0.0,0.0,0.0,0.0,0.0,1,7,180.79932351112365,1,0
1725,1517,-102.1203653746099,102.1203653746099,"8,16",common_bus_N-2,2,1607,0.0,0.0,0.0,0.0,0.0,1,5,9.77103660106659,1,0
1726,1518,-102.95544664514918,102.95544664514918,10,N-1,1,978,0.0,0.0,0.0,0.0,0.0,1,4,0.0,0,0
1727,1519,-100.12355212355212,100.12355212355212,"11,12",common_bus_N-2,2,994,0.0,0.0,0.0,0.0,0.0,1,3,7.1928723573684685,1,0
1728,1520,-100.0,100.0,"16,19",common_bus_N-2,2,590,0.0,0.0,0.0,0.0,0.0,1,2,14.580876606702805,0,0
1729,1521,-105.3402559329019,105.3402559329019,"0,2",common_bus_N-2,2,1558,0.0,0.0,0.0,0.0,0.0,1,7,130.8251475095749,0,0
1730,1522,-100.0,100.0,"13,14",common_bus_N-2,2,1664,0.0,0.0,0.0,0.0,0.0,1,2,0.0,0,0
1731,1523,0.0,-0.0,10,N-1,1,1485,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1733,1524,-109.54628952569487,109.54628952569487,12,N-1,1,1481,0.0,0.0,0.0,0.0,0.0,2,11,141.75974542498588,2,0
1734,1525,-100.12355212355212,100.12355212355212,"18,19",common_bus_N-2,2,1210,0.0,0.0,0.0,0.0,0.0,1,3,6.385858964920043,1,0
1735,1526,-102.08013266932447,102.08013266932447,"5,7",common_bus_N-2,2,470,0.0,0.0,0.0,0.0,0.0,1,5,0.0,1,0
1736,1527,-102.19587171209707,102.19587171209707,"14,15",common_bus_N-2,2,650,0.0,0.0,0.0,0.0,0.0,1,4,68.65756130218506,0,0
1737,1528,-112.08915526567944,112.08915526567944,"3,6",common_bus_N-2,2,682,0.0,0.0,0.0,0.0,0.0,1,15,221.8926479578018,1,0
1738,1529,-103.62578371420626,103.62578371420626,19,N-1,1,359,0.0,0.0,0.0,0.0,0.0,1,5,171.89904338121414,1,0
1739,1530,0.0,-0.0,16,N-1,1,217,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1740,1531,-103.51622369747227,103.51622369747227,"10,12",common_bus_N-2,2,763,0.0,0.0,0.0,0.0,0.0,1,6,122.62394177913666,1,0
1742,1532,-107.61606227456174,107.61606227456174,6,N-1,1,290,0.0,0.0,0.0,0.0,0.0,2,9,131.32331553697585,2,0
1743,1533,0.0,-0.0,5,N-1,1,1780,0.0,0.0,0.0,0.0,0.0,1,1,0.0,0,0
1744,1534,-106.09110599991264,106.09110599991264,"6,7",common_bus_N-2,2,112,0.0,0.0,0.0,0.0,0.0,1,9,52.01701980829239,1,0
1746,1535,-102.09501662508319,102.09501662508319,"14,15",common_bus_N-2,2,1972,0.0,0.0,0.0,0.0,0.0,2,4,0.0,1,0
1748,1536,-105.32189184166094,105.32189184166094,15,N-1,1,1643,0.0,0.0,0.0,0.0,0.0,2,7,37.727909445762634,2,0
1749,1537,-112.1539166923122,112.1539166923122,"9,12",common_bus_N-2,2,403,0.0,0.0,0.0,0.0,0.0,1,15,249.60709768533707,1,0
1750,1538,-100.1,100.1,"7,14",common_bus_N-2,2,912,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1751,1539,-0.1,0.1,12,N-1,1,1339,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1752,1540,-107.93227288842878,107.93227288842878,"8,14",common_bus_N-2,2,416,0.0,0.0,0.0,0.0,0.0,1,10,78.76270458698272,0,0
1753,1541,-0.1,0.1,19,N-1,1,1731,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1755,1542,-106.43616023600697,106.43616023600697,"3,8",common_bus_N-2,2,572,0.0,0.0,0.0,0.0,0.0,2,7,126.79935992956162,0,0
1756,1543,-105.13131525304975,105.13131525304975,"5,8",common_bus_N-2,2,1915,0.0,0.0,0.0,0.0,0.0,1,8,37.525903683900836,1,0
1758,1544,-111.52063202613942,111.52063202613942,11,N-1,1,1582,0.0,0.0,0.0,0.0,0.0,2,13,172.3734763264656,2,0
1759,1545,-106.47656138253214,106.47656138253214,"0,4",common_bus_N-2,2,74,0.0,0.0,0.0,0.0,0.0,1,9,162.2309177517891,1,0
1760,1546,-100.1,100.1,"8,14",common_bus_N-2,2,1503,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1761,1547,-101.22822125828782,101.22822125828782,"8,16",common_bus_N-2,2,1121,0.0,0.0,0.0,0.0,0.0,1,4,27.50535026192665,1,0
1762,1548,-100.1,100.1,13,N-1,1,1070,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1763,1549,-103.31107857688076,103.31107857688076,"5,8",common_bus_N-2,2,86,0.0,0.0,0.0,0.0,0.0,1,6,76.88488912582397,1,0
1764,1550,-102.08013266932447,102.08013266932447,7,N-1,1,1016,0.0,0.0,0.0,0.0,0.0,1,4,0.0,1,0
1765,1551,-100.1,100.1,13,N-1,1,714,0.0,0.0,0.0,0.0,0.0,1,2,0.0,1,0
1766,1552,-0.1,0.1,"14,16",common_bus_N-2,2,1740,0.0,0.0,0.0,0.0,0.0,1,3,0.0,1,0
1768,1553,-107.46994053616864,107.46994053616864,"6,7",common_bus_N-2,2,1043,0.0,0.0,0.0,0.0,0.0,2,9,123.38755705356598,1,0
